"sicbl_vintage","sicbl_code","sicbl_name","denominator","population"
2024,"E38000127","NHS North East and North Cumbria ICB - 99C","total",210512
2024,"E38000127","NHS North East and North Cumbria ICB - 99C","working_age_18_66",129620
2024,"E38000130","NHS North East and North Cumbria ICB - 00L","aged_16_59",162901
2024,"E38000130","NHS North East and North Cumbria ICB - 00L","children_0_15",51686
2024,"E38000130","NHS North East and North Cumbria ICB - 00L","older_60_plus",109699
2024,"E38000130","NHS North East and North Cumbria ICB - 00L","total",324286
2024,"E38000130","NHS North East and North Cumbria ICB - 00L","working_age_18_66",191179
2024,"E38000135","NHS Greater Manchester ICB - 00Y","aged_16_59",136664
2024,"E38000135","NHS Greater Manchester ICB - 00Y","children_0_15",55241
2024,"E38000135","NHS Greater Manchester ICB - 00Y","older_60_plus",52088
2024,"E38000135","NHS Greater Manchester ICB - 00Y","total",243993
2024,"E38000135","NHS Greater Manchester ICB - 00Y","working_age_18_66",147038
2024,"E38000136","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q","aged_16_59",420206
2024,"E38000136","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q","children_0_15",128969
2024,"E38000136","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q","older_60_plus",171582
2024,"E38000136","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q","total",720757
2024,"E38000136","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q","working_age_18_66",458542
2024,"E38000137","NHS Hampshire and Isle of Wight ICB - 10R","aged_16_59",129308
2024,"E38000137","NHS Hampshire and Isle of Wight ICB - 10R","children_0_15",37468
2024,"E38000137","NHS Hampshire and Isle of Wight ICB - 10R","older_60_plus",42173
2024,"E38000137","NHS Hampshire and Isle of Wight ICB - 10R","total",208949
2024,"E38000137","NHS Hampshire and Isle of Wight ICB - 10R","working_age_18_66",139471
2024,"E38000141","NHS South Yorkshire ICB - 03L","aged_16_59",147638
2024,"E38000141","NHS South Yorkshire ICB - 03L","children_0_15",50793
2024,"E38000141","NHS South Yorkshire ICB - 03L","older_60_plus",69836
2024,"E38000141","NHS South Yorkshire ICB - 03L","total",268267
2024,"E38000141","NHS South Yorkshire ICB - 03L","working_age_18_66",164140
2024,"E38000143","NHS Greater Manchester ICB - 01G","aged_16_59",175341
2024,"E38000143","NHS Greater Manchester ICB - 01G","children_0_15",54338
2024,"E38000143","NHS Greater Manchester ICB - 01G","older_60_plus",49188
2024,"E38000143","NHS Greater Manchester ICB - 01G","total",278867
2024,"E38000143","NHS Greater Manchester ICB - 01G","working_age_18_66",186562
2024,"E38000146","NHS South Yorkshire ICB - 03N","aged_16_59",336812
2024,"E38000146","NHS South Yorkshire ICB - 03N","children_0_15",101182
2024,"E38000146","NHS South Yorkshire ICB - 03N","older_60_plus",126708
2024,"E38000146","NHS South Yorkshire ICB - 03N","total",564702
2024,"E38000146","NHS South Yorkshire ICB - 03N","working_age_18_66",365659
2024,"E38000150","NHS Somerset ICB - 11X","aged_16_59",294214
2024,"E38000150","NHS Somerset ICB - 11X","children_0_15",97467
2024,"E38000150","NHS Somerset ICB - 11X","older_60_plus",185410
2024,"E38000150","NHS Somerset ICB - 11X","total",577091
2024,"E38000150","NHS Somerset ICB - 11X","working_age_18_66",335997
2024,"E38000153","NHS Staffordshire and Stoke-on-Trent ICB - 05Q","aged_16_59",123613
2024,"E38000153","NHS Staffordshire and Stoke-on-Trent ICB - 05Q","children_0_15",39315
2024,"E38000153","NHS Staffordshire and Stoke-on-Trent ICB - 05Q","older_60_plus",68550
2024,"E38000153","NHS Staffordshire and Stoke-on-Trent ICB - 05Q","total",231478
2024,"E38000153","NHS Staffordshire and Stoke-on-Trent ICB - 05Q","working_age_18_66",139385
2024,"E38000161","NHS Cheshire and Merseyside ICB - 01T","aged_16_59",88759
2024,"E38000161","NHS Cheshire and Merseyside ICB - 01T","children_0_15",28942
2024,"E38000161","NHS Cheshire and Merseyside ICB - 01T","older_60_plus",46033
2024,"E38000161","NHS Cheshire and Merseyside ICB - 01T","total",163734
2024,"E38000161","NHS Cheshire and Merseyside ICB - 01T","working_age_18_66",101392
2024,"E38000163","NHS North East and North Cumbria ICB - 00N","aged_16_59",79805
2024,"E38000163","NHS North East and North Cumbria ICB - 00N","children_0_15",26650
2024,"E38000163","NHS North East and North Cumbria ICB - 00N","older_60_plus",42153
2024,"E38000163","NHS North East and North Cumbria ICB - 00N","total",148608
2024,"E38000163","NHS North East and North Cumbria ICB - 00N","working_age_18_66",91066
2024,"E38000168","NHS Mid and South Essex ICB - 99G","aged_16_59",100803
2024,"E38000168","NHS Mid and South Essex ICB - 99G","children_0_15",34238
2024,"E38000168","NHS Mid and South Essex ICB - 99G","older_60_plus",45843
2024,"E38000168","NHS Mid and South Essex ICB - 99G","total",180884
2024,"E38000168","NHS Mid and South Essex ICB - 99G","working_age_18_66",111316
2024,"E38000170","NHS Cheshire and Merseyside ICB - 01V","aged_16_59",58393
2024,"E38000170","NHS Cheshire and Merseyside ICB - 01V","children_0_15",18462
2024,"E38000170","NHS Cheshire and Merseyside ICB - 01V","older_60_plus",40450
2024,"E38000170","NHS Cheshire and Merseyside ICB - 01V","total",117305
2024,"E38000170","NHS Cheshire and Merseyside ICB - 01V","working_age_18_66",67588
2024,"E38000172","NHS Cheshire and Merseyside ICB - 01X","aged_16_59",102009
2024,"E38000172","NHS Cheshire and Merseyside ICB - 01X","children_0_15",32768
2024,"E38000172","NHS Cheshire and Merseyside ICB - 01X","older_60_plus",49951
2024,"E38000172","NHS Cheshire and Merseyside ICB - 01X","total",184728
2024,"E38000172","NHS Cheshire and Merseyside ICB - 01X","working_age_18_66",113938
2024,"E38000173","NHS Staffordshire and Stoke-on-Trent ICB - 05V","aged_16_59",83795
2024,"E38000173","NHS Staffordshire and Stoke-on-Trent ICB - 05V","children_0_15",26704
2024,"E38000173","NHS Staffordshire and Stoke-on-Trent ICB - 05V","older_60_plus",48712
2024,"E38000173","NHS Staffordshire and Stoke-on-Trent ICB - 05V","total",159211
2024,"E38000173","NHS Staffordshire and Stoke-on-Trent ICB - 05V","working_age_18_66",95113
2024,"E38000174","NHS Greater Manchester ICB - 01W","aged_16_59",162192
2024,"E38000174","NHS Greater Manchester ICB - 01W","children_0_15",56643
2024,"E38000174","NHS Greater Manchester ICB - 01W","older_60_plus",78356
2024,"E38000174","NHS Greater Manchester ICB - 01W","total",297191
2024,"E38000174","NHS Greater Manchester ICB - 01W","working_age_18_66",179987
2024,"E38000175","NHS Staffordshire and Stoke-on-Trent ICB - 05W","aged_16_59",151455
2024,"E38000175","NHS Staffordshire and Stoke-on-Trent ICB - 05W","children_0_15",53826
2024,"E38000175","NHS Staffordshire and Stoke-on-Trent ICB - 05W","older_60_plus",62777
2024,"E38000175","NHS Staffordshire and Stoke-on-Trent ICB - 05W","total",268058
2024,"E38000175","NHS Staffordshire and Stoke-on-Trent ICB - 05W","working_age_18_66",165827
2024,"E38000176","NHS North East and North Cumbria ICB - 00P","aged_16_59",152258
2024,"E38000176","NHS North East and North Cumbria ICB - 00P","children_0_15",48555
2024,"E38000176","NHS North East and North Cumbria ICB - 00P","older_60_plus",76699
2024,"E38000176","NHS North East and North Cumbria ICB - 00P","total",277512
2024,"E38000176","NHS North East and North Cumbria ICB - 00P","working_age_18_66",172232
2024,"E38000185","NHS Mid and South Essex ICB - 07G","aged_16_59",104018
2024,"E38000185","NHS Mid and South Essex ICB - 07G","children_0_15",40014
2024,"E38000185","NHS Mid and South Essex ICB - 07G","older_60_plus",32756
2024,"E38000185","NHS Mid and South Essex ICB - 07G","total",176788
2024,"E38000185","NHS Mid and South Essex ICB - 07G","working_age_18_66",110823
2024,"E38000187","NHS Greater Manchester ICB - 02A","aged_16_59",131929
2024,"E38000187","NHS Greater Manchester ICB - 02A","children_0_15",49529
2024,"E38000187","NHS Greater Manchester ICB - 02A","older_60_plus",55193
2024,"E38000187","NHS Greater Manchester ICB - 02A","total",236651
2024,"E38000187","NHS Greater Manchester ICB - 02A","working_age_18_66",143883
2024,"E38000188","NHS Humber and North Yorkshire ICB - 03Q","aged_16_59",205916
2024,"E38000188","NHS Humber and North Yorkshire ICB - 03Q","children_0_15",57464
2024,"E38000188","NHS Humber and North Yorkshire ICB - 03Q","older_60_plus",100847
2024,"E38000188","NHS Humber and North Yorkshire ICB - 03Q","total",364227
2024,"E38000188","NHS Humber and North Yorkshire ICB - 03Q","working_age_18_66",229991
2024,"E38000190","NHS West Yorkshire ICB - 03R","aged_16_59",199969
2024,"E38000190","NHS West Yorkshire ICB - 03R","children_0_15",66729
2024,"E38000190","NHS West Yorkshire ICB - 03R","older_60_plus",90280
2024,"E38000190","NHS West Yorkshire ICB - 03R","total",356978
2024,"E38000190","NHS West Yorkshire ICB - 03R","working_age_18_66",222132
2024,"E38000194","NHS Cheshire and Merseyside ICB - 02E","aged_16_59",118422
2024,"E38000194","NHS Cheshire and Merseyside ICB - 02E","children_0_15",38757
2024,"E38000194","NHS Cheshire and Merseyside ICB - 02E","older_60_plus",54618
2024,"E38000194","NHS Cheshire and Merseyside ICB - 02E","total",211797
2024,"E38000194","NHS Cheshire and Merseyside ICB - 02E","working_age_18_66",131602
2024,"E38000197","NHS Hertfordshire and West Essex ICB - 07H","aged_16_59",178857
2024,"E38000197","NHS Hertfordshire and West Essex ICB - 07H","children_0_15",63716
2024,"E38000197","NHS Hertfordshire and West Essex ICB - 07H","older_60_plus",79555
2024,"E38000197","NHS Hertfordshire and West Essex ICB - 07H","total",322128
2024,"E38000197","NHS Hertfordshire and West Essex ICB - 07H","working_age_18_66",197657
2024,"E38000200","NHS Lancashire and South Cumbria ICB - 02G","aged_16_59",65412
2024,"E38000200","NHS Lancashire and South Cumbria ICB - 02G","children_0_15",19480
2024,"E38000200","NHS Lancashire and South Cumbria ICB - 02G","older_60_plus",34468
2024,"E38000200","NHS Lancashire and South Cumbria ICB - 02G","total",119360
2024,"E38000200","NHS Lancashire and South Cumbria ICB - 02G","working_age_18_66",73674
2024,"E38000201","NHS Leicester, Leicestershire and Rutland ICB - 04V","aged_16_59",232347
2024,"E38000201","NHS Leicester, Leicestershire and Rutland ICB - 04V","children_0_15",71401
2024,"E38000201","NHS Leicester, Leicestershire and Rutland ICB - 04V","older_60_plus",109750
2024,"E38000201","NHS Leicester, Leicestershire and Rutland ICB - 04V","total",413498
2024,"E38000201","NHS Leicester, Leicestershire and Rutland ICB - 04V","working_age_18_66",258294
2024,"E38000204","NHS Suffolk and North East Essex ICB - 07K","aged_16_59",128588
2024,"E38000204","NHS Suffolk and North East Essex ICB - 07K","children_0_15",41408
2024,"E38000204","NHS Suffolk and North East Essex ICB - 07K","older_60_plus",67574
2024,"E38000204","NHS Suffolk and North East Essex ICB - 07K","total",237570
2024,"E38000204","NHS Suffolk and North East Essex ICB - 07K","working_age_18_66",143532
2024,"E38000205","NHS Greater Manchester ICB - 02H","aged_16_59",187134
2024,"E38000205","NHS Greater Manchester ICB - 02H","children_0_15",61410
2024,"E38000205","NHS Greater Manchester ICB - 02H","older_60_plus",85470
2024,"E38000205","NHS Greater Manchester ICB - 02H","total",334014
2024,"E38000205","NHS Greater Manchester ICB - 02H","working_age_18_66",207060
2024,"E38000208","NHS Cheshire and Merseyside ICB - 12F","aged_16_59",170065
2024,"E38000208","NHS Cheshire and Merseyside ICB - 12F","children_0_15",58110
2024,"E38000208","NHS Cheshire and Merseyside ICB - 12F","older_60_plus",94264
2024,"E38000208","NHS Cheshire and Merseyside ICB - 12F","total",322439
2024,"E38000208","NHS Cheshire and Merseyside ICB - 12F","working_age_18_66",192768
2024,"E38000212","NHS North East and North Cumbria ICB - 13T","aged_16_59",301915
2024,"E38000212","NHS North East and North Cumbria ICB - 13T","children_0_15",87577
2024,"E38000212","NHS North East and North Cumbria ICB - 13T","older_60_plus",114832
2024,"E38000212","NHS North East and North Cumbria ICB - 13T","total",504324
2024,"E38000212","NHS North East and North Cumbria ICB - 13T","working_age_18_66",330345
2024,"E38000215","NHS North East and North Cumbria ICB - 01H","aged_16_59",168073
2024,"E38000215","NHS North East and North Cumbria ICB - 01H","children_0_15",52379
2024,"E38000215","NHS North East and North Cumbria ICB - 01H","older_60_plus",101957
2024,"E38000215","NHS North East and North Cumbria ICB - 01H","total",322409
2024,"E38000215","NHS North East and North Cumbria ICB - 01H","working_age_18_66",194510
2024,"E38000217","NHS Greater Manchester ICB - 14L","aged_16_59",376164
2024,"E38000217","NHS Greater Manchester ICB - 14L","children_0_15",114852
2024,"E38000217","NHS Greater Manchester ICB - 14L","older_60_plus",75762
2024,"E38000217","NHS Greater Manchester ICB - 14L","total",566778
2024,"E38000217","NHS Greater Manchester ICB - 14L","working_age_18_66",392212
2024,"E38000221","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A","aged_16_59",303952
2024,"E38000221","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A","children_0_15",102230
2024,"E38000221","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A","older_60_plus",113340
2024,"E38000221","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A","total",519522
2024,"E38000221","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A","working_age_18_66",329355
2024,"E38000222","NHS Bristol, North Somerset and South Gloucestershire ICB - 15C","aged_16_59",597121
2024,"E38000222","NHS Bristol, North Somerset and South Gloucestershire ICB - 15C","children_0_15",174796
2024,"E38000222","NHS Bristol, North Somerset and South Gloucestershire ICB - 15C","older_60_plus",221191
2024,"E38000222","NHS Bristol, North Somerset and South Gloucestershire ICB - 15C","total",993108
2024,"E38000222","NHS Bristol, North Somerset and South Gloucestershire ICB - 15C","working_age_18_66",646269
2024,"E38000223","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y","aged_16_59",310617
2024,"E38000223","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y","children_0_15",112394
2024,"E38000223","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y","older_60_plus",140771
2024,"E38000223","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y","total",563782
2024,"E38000223","NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y","working_age_18_66",342029
2024,"E38000225","NHS West Yorkshire ICB - 15F","aged_16_59",495979
2024,"E38000225","NHS West Yorkshire ICB - 15F","children_0_15",154539
2024,"E38000225","NHS West Yorkshire ICB - 15F","older_60_plus",170284
2024,"E38000225","NHS West Yorkshire ICB - 15F","total",820802
2024,"E38000225","NHS West Yorkshire ICB - 15F","working_age_18_66",534279
2024,"E38000226","NHS Lancashire and South Cumbria ICB - 02M","aged_16_59",97851
2024,"E38000226","NHS Lancashire and South Cumbria ICB - 02M","children_0_15",30651
2024,"E38000226","NHS Lancashire and South Cumbria ICB - 02M","older_60_plus",71809
2024,"E38000226","NHS Lancashire and South Cumbria ICB - 02M","total",200311
2024,"E38000226","NHS Lancashire and South Cumbria ICB - 02M","working_age_18_66",115077
2024,"E38000227","NHS Lancashire and South Cumbria ICB - 01E","aged_16_59",122146
2024,"E38000227","NHS Lancashire and South Cumbria ICB - 01E","children_0_15",39742
2024,"E38000227","NHS Lancashire and South Cumbria ICB - 01E","older_60_plus",50012
2024,"E38000227","NHS Lancashire and South Cumbria ICB - 01E","total",211900
2024,"E38000227","NHS Lancashire and South Cumbria ICB - 01E","working_age_18_66",134090
2024,"E38000228","NHS Lancashire and South Cumbria ICB - 01K","aged_16_59",178182
2024,"E38000228","NHS Lancashire and South Cumbria ICB - 01K","children_0_15",51367
2024,"E38000228","NHS Lancashire and South Cumbria ICB - 01K","older_60_plus",101775
2024,"E38000228","NHS Lancashire and South Cumbria ICB - 01K","total",331324
2024,"E38000228","NHS Lancashire and South Cumbria ICB - 01K","working_age_18_66",202625
2024,"E38000230","NHS Devon ICB - 15N","aged_16_59",648184
2024,"E38000230","NHS Devon ICB - 15N","children_0_15",197590
2024,"E38000230","NHS Devon ICB - 15N","older_60_plus",386806
2024,"E38000230","NHS Devon ICB - 15N","total",1232580
2024,"E38000230","NHS Devon ICB - 15N","working_age_18_66",738238
2024,"E38000231","NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G","aged_16_59",530570
2024,"E38000231","NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G","children_0_15",171748
2024,"E38000231","NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G","older_60_plus",252131
2024,"E38000231","NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G","total",954449
2024,"E38000231","NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G","working_age_18_66",589684
2024,"E38000232","NHS West Yorkshire ICB - 36J","aged_16_59",339374
2024,"E38000232","NHS West Yorkshire ICB - 36J","children_0_15",132448
2024,"E38000232","NHS West Yorkshire ICB - 36J","older_60_plus",132841
2024,"E38000232","NHS West Yorkshire ICB - 36J","total",604663
2024,"E38000232","NHS West Yorkshire ICB - 36J","working_age_18_66",367630
2024,"E38000233","NHS Cheshire and Merseyside ICB - 27D","aged_16_59",414979
2024,"E38000233","NHS Cheshire and Merseyside ICB - 27D","children_0_15",133487
2024,"E38000233","NHS Cheshire and Merseyside ICB - 27D","older_60_plus",219920
2024,"E38000233","NHS Cheshire and Merseyside ICB - 27D","total",768386
2024,"E38000233","NHS Cheshire and Merseyside ICB - 27D","working_age_18_66",466482
2024,"E38000234","NHS North East and North Cumbria ICB - 84H","aged_16_59",289572
2024,"E38000234","NHS North East and North Cumbria ICB - 84H","children_0_15",88049
2024,"E38000234","NHS North East and North Cumbria ICB - 84H","older_60_plus",150083
2024,"E38000234","NHS North East and North Cumbria ICB - 84H","total",527704
2024,"E38000234","NHS North East and North Cumbria ICB - 84H","working_age_18_66",327757
2024,"E38000235","NHS Sussex ICB - 97R","aged_16_59",276028
2024,"E38000235","NHS Sussex ICB - 97R","children_0_15",90657
2024,"E38000235","NHS Sussex ICB - 97R","older_60_plus",184322
2024,"E38000235","NHS Sussex ICB - 97R","total",551007
2024,"E38000235","NHS Sussex ICB - 97R","working_age_18_66",317144
2024,"E38000236","NHS Herefordshire and Worcestershire ICB - 18C","aged_16_59",417911
2024,"E38000236","NHS Herefordshire and Worcestershire ICB - 18C","children_0_15",135073
2024,"E38000236","NHS Herefordshire and Worcestershire ICB - 18C","older_60_plus",245035
2024,"E38000236","NHS Herefordshire and Worcestershire ICB - 18C","total",798019
2024,"E38000236","NHS Herefordshire and Worcestershire ICB - 18C","working_age_18_66",473951
2024,"E38000237","NHS Kent and Medway ICB - 91Q","aged_16_59",1028403
2024,"E38000237","NHS Kent and Medway ICB - 91Q","children_0_15",362952
2024,"E38000237","NHS Kent and Medway ICB - 91Q","older_60_plus",486062
2024,"E38000237","NHS Kent and Medway ICB - 91Q","total",1877417
2024,"E38000237","NHS Kent and Medway ICB - 91Q","working_age_18_66",1136342
2024,"E38000238","NHS Lincolnshire ICB - 71E","aged_16_59",408272
2024,"E38000238","NHS Lincolnshire ICB - 71E","children_0_15",129322
2024,"E38000238","NHS Lincolnshire ICB - 71E","older_60_plus",238270
2024,"E38000238","NHS Lincolnshire ICB - 71E","total",775864
2024,"E38000238","NHS Lincolnshire ICB - 71E","working_age_18_66",465255
2024,"E38000239","NHS Norfolk and Waveney ICB - 26A","aged_16_59",542138
2024,"E38000239","NHS Norfolk and Waveney ICB - 26A","children_0_15",168892
2024,"E38000239","NHS Norfolk and Waveney ICB - 26A","older_60_plus",331237
2024,"E38000239","NHS Norfolk and Waveney ICB - 26A","total",1042267
2024,"E38000239","NHS Norfolk and Waveney ICB - 26A","working_age_18_66",617742
2024,"E38000240","NHS North Central London ICB - 93C","aged_16_59",904727
2024,"E38000240","NHS North Central London ICB - 93C","children_0_15",265473
2024,"E38000240","NHS North Central London ICB - 93C","older_60_plus",246944
2024,"E38000240","NHS North Central London ICB - 93C","total",1417144
2024,"E38000240","NHS North Central London ICB - 93C","working_age_18_66",962422
2024,"E38000241","NHS Humber and North Yorkshire ICB - 42D","aged_16_59",219497
2024,"E38000241","NHS Humber and North Yorkshire ICB - 42D","children_0_15",68429
2024,"E38000241","NHS Humber and North Yorkshire ICB - 42D","older_60_plus",142599
2024,"E38000241","NHS Humber and North Yorkshire ICB - 42D","total",430525
2024,"E38000241","NHS Humber and North Yorkshire ICB - 42D","working_age_18_66",253535
2024,"E38000243","NHS Nottingham and Nottinghamshire ICB - 52R","aged_16_59",604313
2024,"E38000243","NHS Nottingham and Nottinghamshire ICB - 52R","children_0_15",186794
2024,"E38000243","NHS Nottingham and Nottinghamshire ICB - 52R","older_60_plus",251386
2024,"E38000243","NHS Nottingham and Nottinghamshire ICB - 52R","total",1042493
2024,"E38000243","NHS Nottingham and Nottinghamshire ICB - 52R","working_age_18_66",663358
2024,"E38000244","NHS South East London ICB - 72Q","aged_16_59",1162909
2024,"E38000244","NHS South East London ICB - 72Q","children_0_15",329247
2024,"E38000244","NHS South East London ICB - 72Q","older_60_plus",304381
2024,"E38000244","NHS South East London ICB - 72Q","total",1796537
2024,"E38000244","NHS South East London ICB - 72Q","working_age_18_66",1239796
2024,"E38000245","NHS South West London ICB - 36L","aged_16_59",940280
2024,"E38000245","NHS South West London ICB - 36L","children_0_15",292676
2024,"E38000245","NHS South West London ICB - 36L","older_60_plus",278673
2024,"E38000245","NHS South West London ICB - 36L","total",1511629
2024,"E38000245","NHS South West London ICB - 36L","working_age_18_66",1005472
2024,"E38000247","NHS North East and North Cumbria ICB - 16C","aged_16_59",375000
2024,"E38000247","NHS North East and North Cumbria ICB - 16C","children_0_15",131138
2024,"E38000247","NHS North East and North Cumbria ICB - 16C","older_60_plus",182985
2024,"E38000247","NHS North East and North Cumbria ICB - 16C","total",689123
2024,"E38000247","NHS North East and North Cumbria ICB - 16C","working_age_18_66",420739
2024,"E38000249","NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y","aged_16_59",591156
2024,"E38000249","NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y","children_0_15",214769
2024,"E38000249","NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y","older_60_plus",210455
2024,"E38000249","NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y","total",1016380
2024,"E38000249","NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y","working_age_18_66",639117
2024,"E38000251","NHS Coventry and Warwickshire ICB - B2M3M","aged_16_59",551123
2024,"E38000251","NHS Coventry and Warwickshire ICB - B2M3M","children_0_15",178872
2024,"E38000251","NHS Coventry and Warwickshire ICB - B2M3M","older_60_plus",230607
2024,"E38000251","NHS Coventry and Warwickshire ICB - B2M3M","total",960602
2024,"E38000251","NHS Coventry and Warwickshire ICB - B2M3M","working_age_18_66",602574
2024,"E38000252","NHS Frimley ICB - D4U1Y","aged_16_59",450180
2024,"E38000252","NHS Frimley ICB - D4U1Y","children_0_15",156465
2024,"E38000252","NHS Frimley ICB - D4U1Y","older_60_plus",167610
2024,"E38000252","NHS Frimley ICB - D4U1Y","total",774255
2024,"E38000252","NHS Frimley ICB - D4U1Y","working_age_18_66",486423
2024,"E38000253","NHS Hampshire and Isle of Wight ICB - D9Y0V","aged_16_59",885886
2024,"E38000253","NHS Hampshire and Isle of Wight ICB - D9Y0V","children_0_15",283787
2024,"E38000253","NHS Hampshire and Isle of Wight ICB - D9Y0V","older_60_plus",463910
2024,"E38000253","NHS Hampshire and Isle of Wight ICB - D9Y0V","total",1633583
2024,"E38000253","NHS Hampshire and Isle of Wight ICB - D9Y0V","working_age_18_66",993298
2024,"E38000254","NHS West Yorkshire ICB - X2C4Y","aged_16_59",247138
2024,"E38000254","NHS West Yorkshire ICB - X2C4Y","children_0_15",87050
2024,"E38000254","NHS West Yorkshire ICB - X2C4Y","older_60_plus",103606
2024,"E38000254","NHS West Yorkshire ICB - X2C4Y","total",437794
2024,"E38000254","NHS West Yorkshire ICB - X2C4Y","working_age_18_66",270140
2024,"E38000255","NHS North East London ICB - A3A8R","aged_16_59",1323827
2024,"E38000255","NHS North East London ICB - A3A8R","children_0_15",417508
2024,"E38000255","NHS North East London ICB - A3A8R","older_60_plus",285296
2024,"E38000255","NHS North East London ICB - A3A8R","total",2026631
2024,"E38000255","NHS North East London ICB - A3A8R","working_age_18_66",1386378
2024,"E38000256","NHS North West London ICB - W2U3Z","aged_16_59",1351347
2024,"E38000256","NHS North West London ICB - W2U3Z","children_0_15",389487
2024,"E38000256","NHS North West London ICB - W2U3Z","older_60_plus",376268
2024,"E38000256","NHS North West London ICB - W2U3Z","total",2117102
2024,"E38000256","NHS North West London ICB - W2U3Z","working_age_18_66",1443025
2024,"E38000257","NHS Shropshire, Telford and Wrekin ICB - M2L0M","aged_16_59",273746
2024,"E38000257","NHS Shropshire, Telford and Wrekin ICB - M2L0M","children_0_15",89480
2024,"E38000257","NHS Shropshire, Telford and Wrekin ICB - M2L0M","older_60_plus",153253
2024,"E38000257","NHS Shropshire, Telford and Wrekin ICB - M2L0M","total",516479
2024,"E38000257","NHS Shropshire, Telford and Wrekin ICB - M2L0M","working_age_18_66",309457
2024,"E38000258","NHS Birmingham and Solihull ICB - 15E","aged_16_59",809146
2024,"E38000258","NHS Birmingham and Solihull ICB - 15E","children_0_15",297360
2024,"E38000258","NHS Birmingham and Solihull ICB - 15E","older_60_plus",265499
2024,"E38000258","NHS Birmingham and Solihull ICB - 15E","total",1372005
2024,"E38000258","NHS Birmingham and Solihull ICB - 15E","working_age_18_66",861611
2024,"E38000259","NHS Black Country ICB - D2P2L","aged_16_59",689209
2024,"E38000259","NHS Black Country ICB - D2P2L","children_0_15",255789
2024,"E38000259","NHS Black Country ICB - D2P2L","older_60_plus",278621
2024,"E38000259","NHS Black Country ICB - D2P2L","total",1223619
2024,"E38000259","NHS Black Country ICB - D2P2L","working_age_18_66",749017
2024,"E38000260","NHS Cambridgeshire and Peterborough ICB - 06H","aged_16_59",536594
2024,"E38000260","NHS Cambridgeshire and Peterborough ICB - 06H","children_0_15",174813
2024,"E38000260","NHS Cambridgeshire and Peterborough ICB - 06H","older_60_plus",216853
2024,"E38000260","NHS Cambridgeshire and Peterborough ICB - 06H","total",928260
2024,"E38000260","NHS Cambridgeshire and Peterborough ICB - 06H","working_age_18_66",584878
2024,"E38000261","NHS Derby and Derbyshire ICB - 15M","aged_16_59",585939
2024,"E38000261","NHS Derby and Derbyshire ICB - 15M","children_0_15",188510
2024,"E38000261","NHS Derby and Derbyshire ICB - 15M","older_60_plus",292626
2024,"E38000261","NHS Derby and Derbyshire ICB - 15M","total",1067075
2024,"E38000261","NHS Derby and Derbyshire ICB - 15M","working_age_18_66",656400
2024,"E38000262","NHS Northamptonshire ICB - 78H","aged_16_59",451457
2024,"E38000262","NHS Northamptonshire ICB - 78H","children_0_15",154310
2024,"E38000262","NHS Northamptonshire ICB - 78H","older_60_plus",186988
2024,"E38000262","NHS Northamptonshire ICB - 78H","total",792755
2024,"E38000262","NHS Northamptonshire ICB - 78H","working_age_18_66",494154
2024,"E38000263","NHS Greater Manchester ICB - 01Y","aged_16_59",131353
2024,"E38000263","NHS Greater Manchester ICB - 01Y","children_0_15",46105
2024,"E38000263","NHS Greater Manchester ICB - 01Y","older_60_plus",55348
2024,"E38000263","NHS Greater Manchester ICB - 01Y","total",232806
2024,"E38000263","NHS Greater Manchester ICB - 01Y","working_age_18_66",144940
2024,"E38000264","NHS Surrey Heartlands ICB - 92A","aged_16_59",591418
2024,"E38000264","NHS Surrey Heartlands ICB - 92A","children_0_15",205410
2024,"E38000264","NHS Surrey Heartlands ICB - 92A","older_60_plus",263855
2024,"E38000264","NHS Surrey Heartlands ICB - 92A","total",1060683
2024,"E38000264","NHS Surrey Heartlands ICB - 92A","working_age_18_66",648910
